Global Volcanism Program - Volcanoes of the World 5.1.7,,,Downloaded on 30 May 2024 at 04:39 PM,,,,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
332040,Hualalai,Shield,1801,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , ,35906,35906,46959,166240
341093,"Humeros, Los",Caldera(s),-4470,Mexico,México and Central America,Mexico,19.68,-97.45,3150,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, ,Trachyte / Trachydacite, , , , ,7461,27331,566898,5710131
313020,Iliamna,Stratovolcano,1876,United States,Alaska,Alaska (southwestern),60.032,-153.09,3053,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,0,0,1,7564
314060,Imuruk Lake,Volcanic field,300,United States,Alaska,Alaska (western),65.517,-163.45,610,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
321070,Indian Heaven,Volcanic field,-6250,United States,Canada and Western USA,USA (Washington),45.93,-121.82,1806,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,687,687,6911,2019828
314030,Ingakslugwat Hills,Volcanic field,Unknown,United States,Alaska,Alaska (western),61.43,-164.47,190,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Foidite, , , , , , , ,0,0,0,4271
320090,Iskut-Unuk River Cones,Pyroclastic cone(s),1800,Canada,Canada and Western USA,Canada,56.567,-130.75,1880,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,663
341082,Iztaccihuatl,Stratovolcano,Unknown,Mexico,México and Central America,Mexico,19.179,-98.642,5230,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,98,1343,1036172,27276280
331032,Jackson Segment,Fissure vent(s),Unknown,United States,Hawaii and Pacific Ocean,Pacific Ocean (northern),42.15,-127.05,-3100,Rift zone / Oceanic crust (< 15 km),Unrest / Holocene, , , , , , , , , , ,0,0,0,0
341004,Jaraguay Volcanic Field,Volcanic field,Unknown,Mexico,México and Central America,Mexico,29.33,-114.5,960,Rift zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,1933,1933,3141,21934
322020,Jefferson,Stratovolcano,950,United States,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,0,0,823,556054
341062,Jocotitlan,Stratovolcano,1270,Mexico,México and Central America,Mexico,19.73,-99.758,3900,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,7220,84108,630469,24986674
322190,Jordan Craters,Volcanic field,-1250,United States,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,28,232946
311260,Kagamil,Stratovolcano,1929,United States,Alaska,Aleutian Islands,52.974,-169.72,893,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,No Data (checked), , , , , , , , , ,0,0,0,7
312250,Kaguyak,Lava dome(s),-3850,United States,Alaska,Alaska Peninsula,58.6113,-154.0245,901,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , ,Rhyolite,Basalt / Picro-Basalt, , , ,0,0,0,60
332000,Kama'ehuakanaloa,Shield,1996,United States,Hawaii and Pacific Ocean,Hawaiian Islands,18.92,-155.27,-975,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite, , , , ,0,0,0,105623
311110,Kanaga,Stratovolcano,2023,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,0,0,0,0
311130,Kasatochi,Stratovolcano,2008,United States,Alaska,Aleutian Islands,52.177,-175.508,314,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,276
284134,Kasuga 1,Stratovolcano,1959,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.765,143.71,-598,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,0,0,0,0
284135,Kasuga 2,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.6,143.637,-274,Subduction zone / Crustal thickness unknown,Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , ,Dacite, , , , ,0,0,0,0
312170,Katmai,Stratovolcano,1912,United States,Alaska,Alaska Peninsula,58.279,-154.9533,2047,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,0,0,0,128
312120,Kialagvik,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,57.203,-156.745,1677,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,71
332010,Kilauea,Shield,2023,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,3122,3122,8495,169550
311020,Kiska,Stratovolcano,1990,United States,Alaska,Aleutian Islands,52.103,177.602,1220,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,0,0
311140,Koniuji,Stratovolcano,-1150,United States,Alaska,Aleutian Islands,52.22,-175.13,273,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,173
312230,Kukak,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,58.453,-154.355,2043,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,125
312060,Kupreanof,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,56.011,-159.797,1895,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,11,969
323080,Lassen Volcanic Center,Stratovolcano,1917,United States,Canada and Western USA,USA (California),40.492,-121.508,3187,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , ,Basalt / Picro-Basalt, , , , ,0,9,2340,439135
320050,Level Mountain,Shield,Unknown,Canada,Canada and Western USA,Canada,58.42,-131.35,2164,Intraplate / Continental crust (>25 km),Evidence Uncertain,Trachyte / Trachydacite,Rhyolite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Phonolite, , , , , ,0,0,0,636
311050,Little Sitkin,Stratovolcano,1830,United States,Alaska,Aleutian Islands,51.95,178.543,1174,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,0
312150,Mageik,Stratovolcano,-500,United States,Alaska,Alaska Peninsula,58.195,-155.253,2165,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,376
311310,Makushin,Stratovolcano,1995,United States,Alaska,Aleutian Islands,53.891,-166.923,1800,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Dacite, ,Trachyte / Trachydacite, , , , ,0,0,3437,3850
341091,"Malinche, La",Stratovolcano,-1170,Mexico,México and Central America,Mexico,19.231,-98.032,4461,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,46,2769,2324232,8225539
244021,Malumalu,Stratovolcano,Unknown,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.601,-169.787,-145,Intraplate / Oceanic crust (< 15 km),Evidence Credible, , , , , , , , , , ,0,0,0,0
323150,Mammoth Mountain,Lava dome(s),1260,United States,Canada and Western USA,USA (California),37.631,-119.032,3369,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,Basalt / Picro-Basalt,Rhyolite, , , ,2220,6242,7745,77851
284305,Mariana Back-Arc Segment at 15.5°N,Fissure vent,2015,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.406,144.506,-4100,Subduction zone / Oceanic crust (< 15 km),Eruption Dated, , , , , , , , , , ,0,0,0,0
327040,Markagunt Plateau,Volcanic field,1050,United States,Canada and Western USA,USA (Utah),37.58,-112.67,2840,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , ,Rhyolite, , , , ,970,970,1887,186184
312140,Martin,Stratovolcano,1953,United States,Alaska,Alaska Peninsula,58.172,-155.361,1863,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,914
341031,Mascota Volcanic Field,Volcanic field,Unknown,Mexico,México and Central America,Mexico,20.567,-104.817,2525,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,16293,16293,31760,1083467
284143,Maug Islands,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.02,145.22,227,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,0
332030,Mauna Kea,Shield,-2460,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,Intraplate / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , , , ,126,126,9950,166888
332020,Mauna Loa,Shield,2022,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,45,45,1906,175315
320180,Meager,Complex,-410,Canada,Canada and Western USA,Canada,50.63,-123.5,2680,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,1,111,307,17662
323020,Medicine Lake,Shield,1060,United States,Canada and Western USA,USA (California),41.611,-121.554,2412,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , ,Dacite, , , , ,0,0,254,120685
341060,Michoacan-Guanajuato,Volcanic field,1952,Mexico,México and Central America,Mexico,19.85,-101.75,3860,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Dacite, , ,5783287,5783287,5783287,5783287
320120,Milbanke Sound Group,Pyroclastic cone(s),Unknown,Canada,Canada and Western USA,Canada,52.498,-128.723,233,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,574,574,574,2792
311111,Moffett,Stratovolcano,-1600,United States,Alaska,Aleutian Islands,51.944,-176.747,1196,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0
323110,Mono Lake Volcanic Field,Volcanic field,1790,United States,Canada and Western USA,USA (California),38,-119.03,2121,Rift zone / Continental crust (>25 km),Eruption Dated,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , , ,1066,1066,1491,65028
323120,Mono-Inyo Craters,Lava dome(s),1380,United States,Canada and Western USA,USA (California),37.804,-119.029,2796,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,558,7393,9048,82160
341095,Naolinco Volcanic Field,Volcanic field,-1200,Mexico,México and Central America,Mexico,19.67,-96.75,2000,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite, , ,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,108824,108824,739767,4184323
320140,Nazko,Pyroclastic cone(s),-5220,Canada,Canada and Western USA,Canada,52.928,-123.732,1238,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,4,8,674,25892
322110,Newberry,Shield,690,United States,Canada and Western USA,USA (Oregon),43.722,-121.229,2434,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,0,0,16437,180091
331031,North Gorda Ridge Segment,Fissure vent(s),1996,United States,Hawaii and Pacific Ocean,Pacific Ocean (northern),42.67,-126.78,-3000,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
334021,Northern EPR at 16°N,Fissure vent(s),-50,Mexico,Hawaii and Pacific Ocean,Pacific Ocean (eastern),15.83,-105.43,-2300,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
334020,Northern EPR at 17°N,Fissure vent(s),-50,Mexico,Hawaii and Pacific Ocean,Pacific Ocean (eastern),16.55,-105.32,-2700,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
312180,Novarupta,Caldera,1912,United States,Alaska,Alaska Peninsula,58.2655,-155.1588,841,Subduction zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Dacite, , , ,Andesite / Basaltic Andesite, , , , ,0,0,0,667
284136,NW Eifuku,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.485,144.043,-1535,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
284211,NW Rota-1,Stratovolcano,2010,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",14.601,144.775,-517,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,5988
244010,Ofu-Olosega,Shield(s),1866,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.175,-169.618,639,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,220,384,1387,1387
311290,Okmok,Shield,2008,United States,Alaska,Aleutian Islands,53.43,-168.13,1073,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite,Trachyte / Trachydacite,Rhyolite, , ,0,0,0,4
341100,"Orizaba, Pico de",Stratovolcano,1846,Mexico,México and Central America,Mexico,19.03,-97.27,5564,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , ,413,4469,759747,5962920
284170,Pagan,Stratovolcano(es),2021,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.13,145.8,570,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
312030,Pavlof,Stratovolcano,2022,United States,Alaska,Alaska Peninsula,55.417,-161.894,2493,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,3002
312040,Pavlof Sister,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,55.457,-161.854,2142,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,1860
341001,Pinacate,Volcanic field,Unknown,Mexico,México and Central America,Mexico,31.85,-113.5,1183,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Andesite / Basaltic Andesite, , , , ,92,92,408,62753
341090,Popocatepetl,Stratovolcano(es),2024,Mexico,México and Central America,Mexico,19.023,-98.622,5393,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Trachyandesite / Basaltic Trachyandesite, , , , ,325,2584,634054,26509510
341000,"Prieto, Cerro",Lava dome,Unknown,Mexico,México and Central America,Mexico,32.418,-115.305,223,Rift zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , ,4506,15945,571710,1308761
321030,Rainier,Stratovolcano,1450,United States,Canada and Western USA,USA (Washington),46.853,-121.76,4392,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,0,128,3187,2667609
311280,Recheschnoi,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,53.157,-168.539,1984,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite, , , , , , , ,0,0,0,17
327812,Red Hill,Volcanic field,-9450,United States,Canada and Western USA,USA (New Mexico),34.25,-108.83,2300,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
313030,Redoubt,Stratovolcano,2009,United States,Alaska,Alaska (southwestern),60.485,-152.742,3108,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite,Trachyandesite / Basaltic Trachyandesite,Rhyolite, , ,0,0,1,32410
311380,Roundtop,Stratovolcano,-7600,United States,Alaska,Aleutian Islands,54.8,-163.589,1871,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , , , , , , ,0,0,10,1079
284202,Ruby,Stratovolcano,2023,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.605,145.572,174,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,80613
323200,Salton Buttes,Lava dome(s),210,United States,Canada and Western USA,USA (California),33.197,-115.616,-40,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , , , , , , ,227,408,38579,1214088
341007,San Borja Volcanic Field,Volcanic field,Unknown,Mexico,México and Central America,Mexico,28.5,-113.75,1360,Rift zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt, , , , ,722,722,2558,45359
329020,San Francisco Volcanic Field,Volcanic field,1075,United States,Canada and Western USA,USA (Arizona),35.347,-111.678,3850,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Dacite,Rhyolite, , , , , ,23157,23157,70472,190983
341003,"San Luis, Isla",Tuff cone,Unknown,Mexico,México and Central America,Mexico,29.97,-114.4,180,Rift zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, ,Trachyandesite / Basaltic Trachyandesite, , , , ,0,1,606,18532
341110,San Martin,Volcanic field,1796,Mexico,México and Central America,Mexico,18.57,-95.2,1650,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,280,3581,259640,1645811
322040,Sand Mountain Field,Volcanic field,-950,United States,Canada and Western USA,USA (Oregon),44.38,-121.93,1664,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,89,89,1574,519291
341024,Sanganguey,Stratovolcano,Unknown,Mexico,México and Central America,Mexico,21.45,-104.73,2340,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , ,101,7622,403964,993475
284192,Sarigan,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.708,145.78,538,Subduction zone / Crustal thickness unknown,Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0
284230,Seamount X,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.25,144.02,-1230,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,167168
311180,Seguam,Stratovolcano(es),1993,United States,Alaska,Aleutian Islands,52.315,-172.51,1054,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Rhyolite, , , , ,0,0,0,0
311030,Segula,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,52.015,178.136,1160,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0
311060,Semisopochnoi,Stratovolcano,2023,United States,Alaska,Aleutian Islands,51.93,179.58,1221,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Trachyandesite / Basaltic Trachyandesite, , , , , , ,0,0,0,0
341092,Serdan-Oriental,Volcanic field,Unknown,Mexico,México and Central America,Mexico,19.27,-97.47,3485,Subduction zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Andesite / Basaltic Andesite,Dacite, , ,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , ,93158,93158,211350,7672879
323010,Shasta,Stratovolcano,1250,United States,Canada and Western USA,USA (California),41.409,-122.193,4317,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,0,35,19785,265016
311360,Shishaldin,Stratovolcano,2023,United States,Alaska,Aleutian Islands,54.756,-163.97,2857,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite,Trachyte / Trachydacite,Rhyolite, , ,0,0,10,197
320160,Silverthrone,Caldera,Unknown,Canada,Canada and Western USA,Canada,51.5179,-126.1133,2860,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , ,7,7,67,1278
312200,Snowy Mountain,Stratovolcano(es),1710,United States,Alaska,Alaska Peninsula,58.336,-154.682,2162,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,248
341021,Socorro,Shield,1994,Mexico,México and Central America,Mexico,18.78,-110.95,1050,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Rhyolite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , ,0,0,0,0
326010,Soda Lakes,Maar(s),Unknown,United States,Canada and Western USA,USA (Nevada),39.525,-118.8778,1251,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,1616,11149,25655,557259
284193,South Sarigan Seamount,Stratovolcano,2010,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.58,145.78,-184,Subduction zone / Crustal thickness unknown,Eruption Observed,No Data (checked), , , , , , , , , ,0,0,0,0
320070,Spectrum Range,Shield,Unknown,Canada,Canada and Western USA,Canada,57.43,-130.68,2430,Intraplate / Continental crust (>25 km),Evidence Credible,Rhyolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , ,0,0,0,386
313040,Spurr,Stratovolcano,1992,United States,Alaska,Alaska (southwestern),61.299,-152.251,3374,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt,Rhyolite, , ,0,0,0,11097
321050,St. Helens,Stratovolcano,2008,United States,Canada and Western USA,USA (Washington),46.2,-122.18,2549,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , ,78,427,2221,2173101
314040,St. Michael,Volcanic field,Unknown,United States,Alaska,Alaska (western),63.45,-162.12,715,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,662,662,662,2625
314010,St. Paul Island,Shield,-1280,United States,Alaska,Alaska (western),57.167,-170.213,203,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Rhyolite, , , , ,582,582,582,783
312220,Steller,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,58.43,-154.4,2272,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,118
312055,Stepovak Bay Group,Volcanic field,Unknown,United States,Alaska,Alaska Peninsula,55.917,-160.017,1633,Subduction zone / Continental crust (>25 km),Evidence Credible, , , , , , , , , , ,0,0,0,0
284142,Supply Reef,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.13,145.1,-8,Subduction zone / Crustal thickness unknown,Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,0,0,0,0
341130,Tacana,Stratovolcano,1986,Mexico-Guatemala,México and Central America,Mexico,15.132,-92.109,4064,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Dacite,Basalt / Picro-Basalt, , , ,3032,20932,598594,4523701
